day_type,guest_satisfaction_score,price_total,is_shared_room,is_superhost,is_multi_listing,is_business_listing,cleanliness_score,room_type,room_id,room_list_id
weekend,99.0,185.79975694119844,0,1,0,0,10.0,Private room,7395,11631
weekend,100.0,208.4696643918856,0,0,0,0,10.0,Private room,7396,11632
weekend,100.0,277.1805179022156,0,1,1,0,9.0,Entire home/apt,6283,11633
weekend,98.0,163.59727026269047,0,1,0,0,10.0,Private room,6286,11634
weekend,93.0,266.66355052818545,0,0,0,0,9.0,Entire home/apt,6287,11635
weekend,99.0,312.9382069739179,0,0,0,0,10.0,Entire home/apt,7397,11636
weekend,98.0,127.60587080489856,0,1,0,0,10.0,Private room,6288,11637
weekend,98.0,127.60587080489856,0,0,0,0,10.0,Private room,6290,11638
weekend,98.0,201.6920631952884,0,1,0,0,10.0,Private room,6291,11639
weekend,94.0,118.25745536131625,0,0,0,0,10.0,Private room,6292,11640
weekend,98.0,324.6237262783958,0,1,1,0,10.0,Private room,6293,11641
weekend,100.0,113.81695802561464,0,0,0,0,10.0,Private room,6294,11642
weekend,80.0,187.90315041600448,0,0,0,1,10.0,Private room,6295,11643
weekend,100.0,211.0404786388707,0,0,0,1,10.0,Entire home/apt,6296,11644
weekend,88.0,234.1778068617369,0,0,0,1,10.0,Entire home/apt,6297,11645
weekend,89.0,232.0744133869309,0,0,0,0,9.0,Private room,6298,11646
weekend,90.0,157.52080022436195,0,0,0,1,9.0,Private room,6300,11647
weekend,91.0,113.81695802561464,0,0,0,0,10.0,Private room,6301,11648
weekend,93.0,231.84070300084133,0,0,1,0,9.0,Private room,6302,11649
weekend,100.0,149.57464709731698,0,1,0,0,10.0,Private room,6303,11650
weekend,86.0,287.69748527624563,0,0,0,0,9.0,Entire home/apt,6304,11651
weekend,99.0,120.82826960830138,0,1,0,0,10.0,Private room,6305,11652
weekend,99.0,133.21492007104794,0,1,0,0,10.0,Private room,6306,11653
weekend,98.0,530.9899971954753,0,0,0,0,10.0,Entire home/apt,7398,11654
weekend,97.0,183.2289426942133,0,1,0,0,9.0,Private room,6307,11655
weekend,98.0,220.388894082453,0,1,0,0,10.0,Private room,6308,11656
weekend,94.0,242.35767037487145,0,0,0,0,9.0,Private room,6309,11657
weekend,96.0,262.22305319248386,0,1,0,0,9.0,Entire home/apt,7399,11658
weekend,93.0,146.30270169206318,0,0,1,0,10.0,Private room,6310,11659
weekend,88.0,127.60587080489856,0,0,1,0,8.0,Private room,6311,11660
weekend,97.0,139.29139010937644,1,1,0,0,10.0,Shared room,6312,11661
weekend,98.0,162.42871833224268,0,0,0,0,10.0,Private room,7400,11662
weekend,97.0,158.9230625408993,0,1,1,0,10.0,Private room,6315,11663
weekend,100.0,139.29139010937644,0,1,0,0,10.0,Private room,6316,11664
weekend,85.0,232.0744133869309,0,0,0,0,8.0,Entire home/apt,6317,11665
weekend,91.0,218.05179022155744,0,0,0,1,10.0,Entire home/apt,6319,11666
weekend,97.0,218.05179022155744,0,0,0,1,10.0,Entire home/apt,6319,11667
weekend,89.0,197.2515658595868,0,0,0,0,10.0,Private room,6320,11668
weekend,100.0,254.97803122370755,0,0,0,0,9.0,Entire home/apt,6322,11669
weekend,95.0,281.85472562400673,0,0,0,0,9.0,Entire home/apt,7401,11670
weekend,93.0,237.68346265308028,0,1,1,0,9.0,Private room,6323,11671
weekend,97.0,263.1578947368421,0,1,1,0,10.0,Private room,6324,11672
weekend,100.0,153.08030288866036,0,0,1,0,10.0,Private room,7402,11673
weekend,96.0,150.74319902776477,0,0,0,0,10.0,Private room,6325,11674
weekend,100.0,415.06964569505465,0,0,0,0,10.0,Entire home/apt,7403,11675
weekend,100.0,794.381602318407,0,1,0,0,9.0,Entire home/apt,6326,11676
weekend,97.0,154.01514443301858,0,1,0,0,10.0,Private room,7404,11677
weekend,94.0,208.7033747779751,0,0,0,0,10.0,Entire home/apt,6327,11678
weekend,81.0,276.946807516126,0,0,0,1,8.0,Entire home/apt,7405,11679
weekend,94.0,483.31307843320553,0,0,1,0,10.0,Entire home/apt,6328,11680
weekend,94.0,483.31307843320553,0,0,1,0,9.0,Entire home/apt,6329,11681
weekend,93.0,150.27577825558566,0,0,0,0,9.0,Private room,6330,11682
weekend,99.0,160.0916144713471,0,0,0,0,10.0,Private room,6922,11683
weekend,93.0,187.90315041600448,0,0,1,0,8.0,Private room,6334,11684
weekend,92.0,742.030475834346,0,0,0,0,9.0,Entire home/apt,7406,11685
weekend,95.0,208.7033747779751,0,0,1,0,10.0,Private room,6336,11686
weekend,70.0,107.74048798728614,0,0,0,0,8.0,Private room,7407,11687
weekend,97.0,167.10292605403382,0,1,1,0,10.0,Private room,6339,11688
weekend,100.0,100.7291764045994,0,0,0,0,10.0,Private room,6340,11689
weekend,86.0,291.203141067589,0,0,0,1,9.0,Entire home/apt,6341,11690
weekend,88.0,336.3092455828737,0,0,0,1,9.0,Entire home/apt,7408,11691
weekend,100.0,183.2289426942133,0,0,1,0,10.0,Private room,7409,11692
weekend,100.0,403.3841263905768,0,1,0,0,10.0,Entire home/apt,7410,11693
weekend,95.0,415.06964569505465,0,1,1,0,9.0,Private room,6342,11694
weekend,98.0,177.38618304197436,0,1,0,0,10.0,Private room,6344,11695
weekend,100.0,146.0689913059736,0,0,0,0,10.0,Private room,6345,11696
weekend,92.0,674.7218846405534,0,0,1,0,8.0,Entire home/apt,6347,11697
weekend,93.0,133.21492007104794,0,0,0,0,9.0,Private room,6349,11698
weekend,92.0,249.36898195755816,0,0,0,0,9.0,Private room,6350,11699
weekend,97.0,198.18640740394503,0,1,0,0,10.0,Private room,7411,11700
weekend,96.0,600.6356922501635,0,0,0,1,10.0,Entire home/apt,6353,11701
weekend,97.0,146.30270169206318,0,0,0,0,9.0,Private room,6354,11702
weekend,97.0,171.77713377582498,0,1,0,0,10.0,Private room,6355,11703
weekend,90.0,153.08030288866036,0,0,0,0,9.0,Private room,6357,11704
weekend,85.0,183.69636346639243,0,0,1,0,9.0,Private room,6358,11705
weekend,97.0,197.2515658595868,0,1,1,0,9.0,Private room,6359,11706
weekend,93.0,181.826680377676,0,0,1,0,9.0,Private room,6360,11707
weekend,93.0,173.880527250631,0,0,0,0,8.0,Private room,6361,11708
weekend,92.0,132.04636814060015,0,0,0,0,9.0,Private room,6939,11709
weekend,100.0,249.36898195755816,0,1,0,0,10.0,Private room,6363,11710
weekend,95.0,269.00065438908103,0,1,0,0,9.0,Entire home/apt,7412,11711
weekend,95.0,162.42871833224268,0,0,0,0,10.0,Private room,6364,11712
weekend,94.0,231.84070300084133,0,0,1,0,9.0,Private room,6365,11713
weekend,100.0,252.8746377489016,0,0,1,0,10.0,Private room,6366,11714
weekend,100.0,322.2866224175002,0,0,1,0,10.0,Private room,6367,11715
weekend,93.0,208.7033747779751,0,0,1,0,9.0,Entire home/apt,6368,11716
weekend,92.0,128.54071234925678,0,0,0,0,9.0,Private room,6369,11717
weekend,92.0,291.203141067589,0,0,0,1,9.0,Entire home/apt,6370,11718
weekend,90.0,388.4266616808451,0,0,1,0,9.0,Entire home/apt,6371,11719
weekend,95.0,220.388894082453,0,0,0,0,10.0,Private room,6372,11720
weekend,96.0,134.6171823875853,0,0,0,0,10.0,Private room,6373,11721
weekend,99.0,324.6237262783958,0,0,1,0,10.0,Private room,6375,11722
weekend,96.0,301.48639805552955,0,1,1,0,9.0,Entire home/apt,6377,11723
weekend,88.0,197.2515658595868,0,0,1,0,9.0,Entire home/apt,7413,11724
weekend,100.0,122.9316630831074,0,0,0,0,10.0,Private room,6378,11725
weekend,96.0,157.52080022436195,0,0,0,0,8.0,Private room,6379,11726
weekend,91.0,624.0067308591193,0,0,0,1,9.0,Entire home/apt,6380,11727
weekend,96.0,647.1440590819856,0,0,0,1,10.0,Entire home/apt,6381,11728
weekend,97.0,347.99476488735155,0,1,0,0,10.0,Private room,6382,11729
weekend,88.0,182.06039076376555,0,0,0,1,9.0,Entire home/apt,7414,11730
weekend,96.0,136.7205758623913,0,1,0,0,9.0,Private room,6384,11731
weekend,100.0,389.5952136112929,0,0,1,0,10.0,Private room,6385,11732
weekend,98.0,148.4060951668692,0,1,1,0,10.0,Private room,6386,11733
weekend,95.0,278.34906983266336,0,1,0,0,10.0,Entire home/apt,6387,11734
weekend,86.0,115.92035150042068,0,0,0,0,8.0,Private room,6389,11735
weekend,93.0,71.9827989155838,0,0,0,0,9.0,Private room,7415,11736
weekend,93.0,249.36898195755816,0,0,1,0,10.0,Private room,6393,11737
weekend,100.0,113.81695802561464,0,0,1,0,10.0,Private room,6394,11738
weekend,85.0,382.5839020286061,0,0,0,1,8.0,Entire home/apt,6395,11739
weekend,87.0,347.761054501262,0,0,0,0,9.0,Entire home/apt,6397,11740
weekend,97.0,1449.4718145274376,0,0,0,0,9.0,Entire home/apt,6398,11741
weekend,96.0,231.84070300084133,0,0,0,0,10.0,Private room,6399,11742
weekend,98.0,432.36421426568194,0,1,1,0,10.0,Entire home/apt,7416,11743
weekend,100.0,174.11423763672056,0,0,0,0,10.0,Private room,7417,11744
weekend,91.0,338.17892867159014,0,0,0,1,10.0,Private room,6400,11745
weekend,100.0,404.318967934935,0,0,0,1,10.0,Private room,6401,11746
weekend,80.0,368.3275684771431,0,0,0,1,8.0,Private room,6402,11747
weekend,100.0,115.92035150042068,0,0,0,0,9.0,Private room,6403,11748
weekend,99.0,376.9748527624568,0,0,0,0,10.0,Entire home/apt,7418,11749
weekend,96.0,165.70066373749648,0,0,1,0,10.0,Private room,6405,11750
weekend,100.0,90.44591941665888,0,0,0,0,10.0,Private room,6406,11751
weekend,98.0,312.9382069739179,0,1,1,0,10.0,Entire home/apt,6407,11752
weekend,93.0,202.86061512573616,0,0,1,0,9.0,Private room,6408,11753
weekend,93.0,149.57464709731698,0,0,1,0,9.0,Private room,6410,11754
weekend,76.0,738.5248200430026,0,0,0,1,8.0,Private room,6411,11755
weekend,97.0,185.79975694119844,0,0,1,0,10.0,Private room,7419,11756
weekend,97.0,111.24614377862952,0,0,0,0,10.0,Private room,6413,11757
weekend,100.0,182.9952323081237,0,0,0,0,10.0,Private room,6414,11758
weekend,83.0,185.79975694119844,0,0,1,0,9.0,Private room,7198,11759
weekend,100.0,481.2096849583995,0,1,1,0,10.0,Entire home/apt,6415,11760
weekend,89.0,139.29139010937644,0,0,0,0,7.0,Private room,7420,11761
weekend,97.0,132.04636814060015,0,1,0,0,10.0,Private room,7421,11762
weekend,93.0,228.5687575955876,0,0,0,1,9.0,Private room,6416,11763
weekend,92.0,184.3974946246611,1,0,0,1,9.0,Shared room,6416,11764
weekend,98.0,243.52622230531924,0,0,0,0,10.0,Entire home/apt,7422,11765
weekend,100.0,254.97803122370755,0,0,0,0,10.0,Entire home/apt,7423,11766
weekend,87.0,634.5236982331494,0,0,0,1,9.0,Entire home/apt,6421,11767
weekend,85.0,680.7983546788819,0,0,0,1,9.0,Entire home/apt,6422,11768
weekend,95.0,208.7033747779751,0,0,0,0,10.0,Entire home/apt,6423,11769
weekend,88.0,153.08030288866036,0,0,1,0,9.0,Private room,6424,11770
weekend,98.0,136.7205758623913,0,1,0,0,10.0,Private room,6425,11771
weekend,83.0,118.02374497522668,0,0,1,0,7.0,Private room,6426,11772
weekend,88.0,472.0949799009068,0,0,0,1,9.0,Entire home/apt,6427,11773
weekend,100.0,568.1499485837151,0,0,0,0,10.0,Entire home/apt,6429,11774
weekend,100.0,115.92035150042068,0,0,0,0,10.0,Private room,6430,11775
weekend,100.0,136.7205758623913,0,0,0,0,9.0,Private room,7424,11776
weekend,88.0,316.6775731513508,0,0,0,1,9.0,Entire home/apt,6431,11777
weekend,100.0,347.99476488735155,0,0,0,1,10.0,Private room,6985,11778
weekend,91.0,382.5839020286061,0,0,0,0,10.0,Entire home/apt,6432,11779
weekend,92.0,359.4465738057399,0,0,0,1,8.0,Entire home/apt,6433,11780
weekend,93.0,208.7033747779751,0,0,1,0,10.0,Private room,6435,11781
weekend,98.0,324.6237262783958,0,0,0,0,10.0,Entire home/apt,6437,11782
weekend,92.0,178.55473497242215,0,0,1,0,10.0,Private room,6439,11783
weekend,98.0,220.388894082453,0,1,0,0,10.0,Private room,6440,11784
weekend,97.0,312.9382069739179,0,1,0,1,10.0,Entire home/apt,6441,11785
weekend,95.0,336.3092455828737,0,1,0,1,10.0,Entire home/apt,6442,11786
weekend,100.0,359.68028419182946,0,1,0,1,10.0,Entire home/apt,6443,11787
weekend,100.0,199.3549593343928,0,0,0,0,10.0,Entire home/apt,6444,11788
weekend,97.0,289.8008787510517,0,0,1,0,10.0,Private room,7425,11789
weekend,100.0,285.12667102926054,0,0,0,0,6.0,Private room,7426,11790
weekend,95.0,125.03505655791342,0,0,0,0,10.0,Private room,6445,11791
weekend,100.0,174.11423763672056,0,0,1,0,10.0,Private room,6446,11792
weekend,95.0,281.6210152379172,0,0,0,0,9.0,Private room,7427,11793
weekend,93.0,254.97803122370755,0,0,0,1,9.0,Private room,6447,11794
weekend,80.0,254.97803122370755,0,0,0,1,10.0,Private room,6448,11795
weekend,100.0,243.52622230531924,0,1,1,0,10.0,Private room,6450,11796
weekend,96.0,168.2714779844816,0,0,0,0,9.0,Private room,6784,11797
weekend,97.0,179.72328690286994,0,1,1,0,9.0,Private room,6452,11798
weekend,100.0,481.2096849583995,0,0,0,0,10.0,Private room,6453,11799
weekend,100.0,266.4298401420959,0,0,1,0,10.0,Private room,6455,11800
weekend,99.0,127.60587080489856,0,1,0,0,10.0,Private room,7428,11801
weekend,96.0,405.9549406375619,0,0,0,0,9.0,Entire home/apt,7429,11802
weekend,94.0,276.0119659717678,0,0,0,1,9.0,Entire home/apt,7430,11803
weekend,91.0,309.4325511825745,0,0,0,1,9.0,Entire home/apt,7431,11804
weekend,86.0,252.640927362812,0,0,0,1,10.0,Entire home/apt,6457,11805
weekend,91.0,299.149294194634,0,0,0,1,9.0,Entire home/apt,7432,11806
weekend,90.0,276.0119659717678,0,0,0,1,9.0,Entire home/apt,6458,11807
weekend,71.0,134.6171823875853,0,0,0,1,8.0,Private room,6459,11808
weekend,98.0,307.3291577077685,0,1,0,0,9.0,Entire home/apt,6462,11809
weekend,100.0,162.42871833224268,0,0,1,0,10.0,Private room,6463,11810
weekend,100.0,236.28120033654287,0,0,1,0,10.0,Private room,6464,11811
weekend,98.0,168.2714779844816,0,0,0,0,10.0,Entire home/apt,6465,11812
weekend,79.0,139.29139010937644,0,0,0,0,7.0,Private room,6467,11813
weekend,99.0,191.40880620734785,0,1,0,0,10.0,Private room,6468,11814
weekend,96.0,176.21763111152657,0,1,0,0,10.0,Private room,7433,11815
weekend,99.0,107.74048798728614,0,1,0,0,10.0,Private room,7434,11816
weekend,100.0,92.78302327755443,0,0,0,0,10.0,Private room,6470,11817
weekend,94.0,176.21763111152657,0,0,1,0,10.0,Entire home/apt,7435,11818
weekend,100.0,249.13527157146865,0,0,0,0,10.0,Entire home/apt,6472,11819
weekend,96.0,139.29139010937644,0,0,0,1,10.0,Entire home/apt,7436,11820
weekend,89.0,125.03505655791342,0,1,0,1,9.0,Private room,6473,11821
weekend,90.0,157.52080022436195,0,0,0,1,9.0,Entire home/apt,7436,11822
weekend,99.0,154.01514443301858,0,0,0,0,10.0,Private room,6474,11823
weekend,91.0,151.91175095821256,0,0,1,0,9.0,Private room,6475,11824
weekend,90.0,151.91175095821256,0,0,1,0,9.0,Private room,6476,11825
weekend,100.0,214.54613443021407,0,0,1,0,10.0,Private room,7437,11826
weekend,90.0,455.7352528746377,0,0,0,1,10.0,Private room,6478,11827
weekend,100.0,321.1180704870524,0,0,0,1,10.0,Private room,6478,11828
weekend,100.0,294.7087968589324,0,0,0,1,10.0,Private room,6478,11829
weekend,100.0,281.85472562400673,0,0,0,1,10.0,Private room,6478,11830
weekend,90.0,473.029821445265,0,0,0,1,10.0,Private room,6479,11831
weekend,90.0,303.8235019164252,0,0,0,1,10.0,Private room,6479,11832
weekend,98.0,276.946807516126,0,0,0,1,10.0,Private room,6479,11833
weekend,100.0,476.5354772366084,0,0,0,1,10.0,Private room,6480,11834
weekend,98.0,185.5660465551089,0,1,0,0,10.0,Private room,6481,11835
weekend,93.0,220.15518369636345,0,0,0,0,10.0,Private room,6482,11836
weekend,96.0,229.7373095260353,0,0,0,0,10.0,Entire home/apt,7438,11837
weekend,100.0,115.92035150042068,0,0,0,0,10.0,Private room,6484,11838
weekend,89.0,242.35767037487145,0,0,0,1,9.0,Entire home/apt,6485,11839
weekend,100.0,252.8746377489016,0,1,0,1,10.0,Private room,6486,11840
weekend,94.0,434.9350285126671,0,0,0,0,10.0,Entire home/apt,6487,11841
weekend,97.0,168.2714779844816,0,1,1,0,10.0,Private room,6489,11842
weekend,100.0,319.0146770122464,0,1,0,0,10.0,Entire home/apt,7439,11843
weekend,90.0,310.8348134991119,0,0,0,0,10.0,Private room,6490,11844
weekend,97.0,194.9144619986912,0,1,1,0,10.0,Entire home/apt,6491,11845
weekend,100.0,104.23483219594276,0,1,0,0,10.0,Private room,6492,11846
weekend,89.0,192.5773581377956,0,0,0,0,9.0,Entire home/apt,6493,11847
weekend,93.0,220.388894082453,0,0,0,0,7.0,Private room,6494,11848
weekend,100.0,113.81695802561464,0,1,0,0,10.0,Private room,7440,11849
weekend,95.0,207.7685332336169,0,1,1,0,10.0,Entire home/apt,7441,11850
weekend,40.0,150.74319902776477,0,0,0,0,4.0,Private room,6496,11851
weekend,80.0,1159.437225390296,0,0,1,0,10.0,Private room,6497,11852
weekend,80.0,220.15518369636345,0,0,1,0,10.0,Private room,6498,11853
weekend,92.0,434.9350285126671,0,0,1,0,8.0,Entire home/apt,6499,11854
weekend,99.0,263.1578947368421,0,1,1,0,10.0,Entire home/apt,7442,11855
weekend,98.0,213.1438721136767,0,1,0,0,9.0,Entire home/apt,7443,11856
weekend,98.0,149.57464709731698,0,0,1,0,10.0,Private room,6502,11857
weekend,95.0,139.29139010937644,0,0,0,0,9.0,Private room,6503,11858
weekend,93.0,162.42871833224268,0,0,0,1,7.0,Private room,6505,11859
weekend,90.0,220.388894082453,0,0,0,0,9.0,Entire home/apt,6506,11860
weekend,80.0,162.42871833224268,0,0,1,0,8.0,Private room,6507,11861
weekend,80.0,223.6608394877068,0,0,0,0,4.0,Entire home/apt,6787,11862
weekend,100.0,225.06310180424416,0,1,0,1,10.0,Private room,6508,11863
weekend,96.0,191.17509582125828,0,0,1,0,10.0,Entire home/apt,7444,11864
weekend,90.0,150.50948864167523,0,0,0,0,10.0,Private room,6510,11865
weekend,100.0,220.388894082453,0,0,0,0,10.0,Entire home/apt,6788,11866
weekend,91.0,300.31784612508176,0,0,0,1,9.0,Entire home/apt,6511,11867
weekend,95.0,324.6237262783958,0,0,0,1,9.0,Entire home/apt,6511,11868
weekend,100.0,198.18640740394503,0,0,0,0,9.0,Private room,6512,11869
weekend,70.0,115.92035150042068,0,0,1,0,5.0,Private room,6513,11870
weekend,90.0,333.9721417219781,0,0,0,1,10.0,Entire home/apt,6514,11871
weekend,92.0,324.6237262783958,0,0,0,1,9.0,Entire home/apt,7445,11872
weekend,98.0,550.8553800130877,0,1,0,1,10.0,Entire home/apt,6516,11873
weekend,100.0,125.03505655791342,0,0,0,0,9.0,Private room,7446,11874
weekend,99.0,218.05179022155744,0,0,1,0,10.0,Entire home/apt,6519,11875
weekend,96.0,156.58595868000373,0,1,0,0,10.0,Private room,6521,11876
weekend,100.0,301.48639805552955,0,0,0,0,10.0,Private room,6522,11877
weekend,100.0,276.946807516126,0,0,0,0,10.0,Private room,6523,11878
weekend,98.0,230.6721510703936,0,1,0,1,10.0,Private room,6524,11879
weekend,96.0,300.31784612508176,0,1,0,1,10.0,Private room,6525,11880
weekend,90.0,294.7087968589324,0,1,0,1,10.0,Private room,6526,11881
weekend,99.0,173.880527250631,0,1,0,0,10.0,Private room,6529,11882
weekend,97.0,182.06039076376555,1,0,0,1,10.0,Shared room,7447,11883
weekend,96.0,194.9144619986912,0,0,0,0,10.0,Private room,6530,11884
weekend,100.0,104.23483219594276,0,0,0,0,10.0,Private room,6531,11885
weekend,80.0,173.880527250631,0,0,0,0,8.0,Entire home/apt,7448,11886
weekend,93.0,312.9382069739179,0,0,0,0,10.0,Entire home/apt,6534,11887
weekend,100.0,182.06039076376555,0,0,1,0,9.0,Private room,7042,11888
weekend,96.0,266.66355052818545,0,1,0,0,10.0,Entire home/apt,6538,11889
weekend,100.0,347.761054501262,0,0,0,0,10.0,Entire home/apt,7449,11890
weekend,80.0,171.77713377582498,1,0,0,1,8.0,Shared room,6539,11891
weekend,92.0,162.1950079461531,0,0,1,0,8.0,Private room,6540,11892
weekend,98.0,109.14275030382348,0,1,0,0,10.0,Private room,6542,11893
weekend,87.0,200.7572216509301,1,0,0,1,9.0,Shared room,6416,11894
weekend,91.0,164.5321118070487,1,0,0,1,9.0,Shared room,6416,11895
weekend,90.0,164.5321118070487,0,0,0,0,10.0,Private room,7450,11896
weekend,100.0,139.29139010937644,0,0,0,0,10.0,Private room,6543,11897
weekend,100.0,197.2515658595868,0,0,1,0,10.0,Private room,6544,11898
weekend,97.0,206.3662709170796,0,0,0,0,9.0,Entire home/apt,6545,11899
weekend,97.0,149.57464709731698,0,1,0,0,10.0,Private room,6546,11900
weekend,100.0,142.56333551463027,0,0,0,0,9.0,Private room,7451,11901
weekend,95.0,156.35224829391416,0,0,0,1,10.0,Private room,6548,11902
weekend,95.0,405.9549406375619,0,1,1,0,9.0,Entire home/apt,6550,11903
weekend,88.0,150.0420678694961,1,0,0,1,9.0,Shared room,6548,11904
weekend,94.0,401.2807329157707,0,0,1,0,9.0,Entire home/apt,6551,11905
weekend,100.0,174.11423763672056,0,0,0,0,10.0,Private room,7452,11906
weekend,100.0,132.04636814060015,0,0,0,0,10.0,Private room,6552,11907
weekend,98.0,178.55473497242215,0,0,0,0,10.0,Private room,6553,11908
weekend,100.0,231.84070300084133,0,0,0,0,10.0,Entire home/apt,6554,11909
weekend,98.0,109.14275030382348,0,1,0,0,10.0,Private room,6556,11910
weekend,96.0,287.69748527624563,0,0,1,0,10.0,Entire home/apt,6557,11911
weekend,97.0,266.66355052818545,0,0,1,0,10.0,Entire home/apt,6558,11912
weekend,98.0,194.9144619986912,0,0,0,0,10.0,Private room,6559,11913
weekend,87.0,172.7119753201832,0,0,0,0,9.0,Private room,6560,11914
weekend,97.0,156.58595868000373,0,0,0,0,10.0,Private room,6561,11915
weekend,87.0,139.29139010937644,0,0,1,0,7.0,Private room,6562,11916
weekend,98.0,204.26287744227352,0,0,1,0,10.0,Private room,6564,11917
weekend,100.0,127.60587080489856,0,0,0,0,10.0,Private room,6565,11918
weekend,96.0,150.0420678694961,1,0,0,1,10.0,Shared room,6548,11919
weekend,71.0,125.26876694400298,0,0,0,1,9.0,Private room,6568,11920
weekend,76.0,487.0524446106385,0,0,0,1,8.0,Private room,7453,11921
weekend,93.0,858.1845377208563,0,0,0,1,10.0,Entire home/apt,6569,11922
weekend,100.0,249.36898195755816,0,0,0,0,10.0,Private room,6570,11923
weekend,100.0,248.2004300271104,0,0,0,0,8.0,Entire home/apt,6791,11924
weekend,100.0,168.2714779844816,0,0,0,0,10.0,Private room,6571,11925
weekend,95.0,449.89249322239874,0,1,0,1,10.0,Entire home/apt,6572,11926
weekend,100.0,136.7205758623913,0,0,0,0,10.0,Private room,6573,11927
weekend,100.0,327.19454052538094,0,0,1,0,10.0,Entire home/apt,6574,11928
weekend,100.0,99.56062447415162,0,0,1,0,9.0,Private room,6575,11929
weekend,89.0,150.0420678694961,1,0,0,1,9.0,Shared room,6576,11930
weekend,100.0,185.5660465551089,1,0,0,0,10.0,Shared room,6577,11931
weekend,100.0,598.5322987753575,0,1,1,0,10.0,Entire home/apt,6578,11932
weekend,100.0,200.7572216509301,0,0,1,0,10.0,Entire home/apt,6579,11933
weekend,98.0,150.0420678694961,1,0,0,1,10.0,Shared room,6580,11934
weekend,86.0,435.8698700570253,0,0,1,0,10.0,Entire home/apt,6581,11935
weekend,90.0,259.6522389454987,0,0,0,1,10.0,Entire home/apt,7454,11936
weekend,93.0,250.53753388800595,0,0,0,1,10.0,Private room,7455,11937
weekend,87.0,162.42871833224268,0,0,0,0,8.0,Private room,6583,11938
weekend,100.0,185.5660465551089,0,0,0,0,10.0,Private room,6584,11939
weekend,84.0,858.1845377208563,0,0,0,1,9.0,Entire home/apt,6587,11940
weekend,100.0,257.5488454706927,0,1,0,0,10.0,Entire home/apt,6588,11941
weekend,97.0,329.29793400018696,0,1,1,0,10.0,Entire home/apt,6589,11942
weekend,88.0,229.7373095260353,0,0,0,0,9.0,Entire home/apt,7456,11943
weekend,98.0,179.72328690286994,0,1,0,0,10.0,Private room,6590,11944
weekend,96.0,269.00065438908103,0,0,0,0,9.0,Entire home/apt,7457,11945
weekend,100.0,280.91988407964845,0,0,0,0,10.0,Entire home/apt,6592,11946
weekend,100.0,231.84070300084133,0,0,0,0,10.0,Entire home/apt,6593,11947
weekend,86.0,272.5063101804244,0,0,0,0,6.0,Entire home/apt,7458,11948
weekend,98.0,212.2090305693185,0,0,1,0,9.0,Private room,6595,11949
weekend,100.0,156.58595868000373,0,0,0,0,10.0,Private room,6597,11950
weekend,100.0,577.4983640272973,0,1,0,0,10.0,Entire home/apt,7459,11951
weekend,67.0,278.34906983266336,0,0,0,1,6.0,Entire home/apt,6599,11952
weekend,90.0,266.66355052818545,0,0,0,1,9.0,Entire home/apt,6600,11953
weekend,93.0,263.1578947368421,0,1,1,0,9.0,Entire home/apt,7460,11954
weekend,100.0,264.3264466672899,0,0,0,0,10.0,Entire home/apt,7461,11955
weekend,40.0,241.18911844442368,0,0,0,1,8.0,Entire home/apt,6602,11956
weekend,100.0,244.46106384967743,0,0,0,1,10.0,Entire home/apt,7462,11957
weekend,100.0,392.166027858278,0,0,0,1,8.0,Entire home/apt,6603,11958
weekend,70.0,241.18911844442368,0,0,0,1,8.0,Entire home/apt,6604,11959
weekend,93.0,206.3662709170796,0,0,0,0,10.0,Entire home/apt,6605,11960
weekend,100.0,220.388894082453,0,0,0,0,10.0,Private room,6606,11961
weekend,99.0,611.1526596241937,0,1,1,0,10.0,Entire home/apt,6607,11962
weekend,90.0,162.42871833224268,0,0,0,0,10.0,Private room,6608,11963
weekend,80.0,162.1950079461531,0,0,1,0,7.0,Private room,6609,11964
weekend,100.0,122.9316630831074,0,0,0,0,10.0,Private room,7463,11965
weekend,86.0,347.99476488735155,0,0,0,0,8.0,Entire home/apt,6610,11966
weekend,100.0,155.41740674955594,0,0,0,0,10.0,Entire home/apt,6611,11967
weekend,100.0,150.50948864167523,0,0,1,0,10.0,Private room,6614,11968
weekend,100.0,185.5660465551089,0,0,0,0,10.0,Private room,7464,11969
weekend,91.0,111.24614377862952,0,0,0,1,8.0,Private room,6616,11970
weekend,80.0,113.81695802561464,0,0,0,0,7.0,Private room,6617,11971
weekend,95.0,191.17509582125828,0,0,0,0,9.0,Private room,6618,11972
weekend,100.0,127.60587080489856,0,0,0,0,10.0,Private room,6619,11973
weekend,100.0,174.11423763672056,0,0,1,0,10.0,Private room,6620,11974
weekend,96.0,157.52080022436195,0,0,0,0,9.0,Private room,7465,11975
weekend,93.0,91.61447134710666,0,0,0,0,7.0,Private room,6621,11976
weekend,97.0,162.42871833224268,0,0,0,0,9.0,Private room,6622,11977
weekend,100.0,231.84070300084133,0,0,1,0,10.0,Private room,7466,11978
weekend,100.0,143.73188744507806,0,1,0,0,9.0,Private room,6623,11979
weekend,100.0,127.60587080489856,0,0,0,0,10.0,Private room,6624,11980
weekend,100.0,295.6436384032906,0,0,0,0,10.0,Entire home/apt,7467,11981
weekend,100.0,588.9501729456856,0,0,0,0,6.0,Entire home/apt,7468,11982
weekend,80.0,144.90043937552585,0,0,0,0,7.0,Private room,6625,11983
